occurrence_no,identified_name,identified_rank,identified_no,accepted_name,accepted_attr,accepted_rank,early_interval,late_interval,max_ma,min_ma,reference_no,lng,lat
1096325,Prismatoolithus tenuis,species,72343,Prismatoolithus tenuis,,species,Early Maastrichtian,,70.6,66,44320,5.249167,43.558613
1096330,Prismatoolithus caboti,species,72330,Prismatoolithus caboti,,species,Late Campanian,Early Maastrichtian,83.5,66,16941,5.695,43.711666
1096941,Diplodocidae indet.,unranked clade,38664,Diplodocidae,,unranked clade,Barremian,,129.4,125,44370,-70.194786,-39.481979
1096942,Titanosauriformes indet.,unranked clade,57468,Titanosauriformes,,unranked clade,Barremian,,129.4,125,44370,-70.194786,-39.481979
1096943,Titanosauriformes indet.,unranked clade,57468,Titanosauriformes,,unranked clade,Early Albian,,112.03,109,44370,-69.396942,-39.59222
1096944,Rebbachisauridae indet.,unranked clade,57365,Rebbachisauridae,,unranked clade,Early Albian,,112.03,109,44370,-69.396942,-39.59222
1096948,Abelisauridae indet.,family,53942,Abelisauridae,,family,Middle Turonian,Late Turonian,93.5,89.3,44370,-69.15123,-39.07045
1097018,Protoceratopsidovum sincerum,species,84313,Protoceratopsidovum sincerum,,species,Late Campanian,,83.5,70.6,44374,103.26667,44.200001
1097019,Protoceratopsidovum minimum,species,84314,Protoceratopsidovum minimum,,species,Late Campanian,,83.5,70.6,44374,103.26667,44.200001
1097021,Protoceratopsidovum n. sp. minimum,species,84314,Protoceratopsidovum minimum,,species,Middle Campanian,Late Campanian,83.5,70.6,44374,109.779999,44.438057
1097022,Protoceratopsidovum fluxuosum,species,84315,Protoceratopsidovum fluxuosum,,species,Middle Campanian,Late Campanian,83.5,70.6,44374,101.51667,43.466667
1097023,Protoceratopsidovum minimum,species,84314,Protoceratopsidovum minimum,,species,Middle Campanian,Late Campanian,83.5,70.6,44374,101.51667,43.466667
1097024,Protoceratopsidovum sincerum,species,84313,Protoceratopsidovum sincerum,,species,Middle Campanian,Late Campanian,83.5,70.6,44374,107.843613,43.663334
1097025,n. gen. Spheruprismatoolithus n. sp. condensus,species,65565,Spheruprismatoolithus condensus,,species,Late Maastrichtian,,70.6,66,13291,-111.033333,38.091389
1097026,Spheruprismatoolithus condensis,species,65564,Spheruprismatoolithus,,genus,Late Maastrichtian,,70.6,66,13291,-111.273102,39.170101
1097027,Prismatoolithus n. sp. jenseni,species,65563,Prismatoolithus jenseni,,species,Late Maastrichtian,,70.6,66,13291,-111.308701,39.183102
1097028,Prismatoolithus jenseni,species,65563,Prismatoolithus jenseni,,species,Late Maastrichtian,,70.6,66,13291,-111.273102,39.170101
1097029,n. gen. Spongioolithus n. sp. hirschi,species,65568,Spongioolithus hirschi,,species,Late Maastrichtian,,70.6,66,13291,-111.308701,39.183102
1097030,Spongioolithus hirschi,species,65568,Spongioolithus hirschi,,species,Late Maastrichtian,,70.6,66,13291,-111.308701,39.183102
1097031,Spongioolithus hirschi,species,65568,Spongioolithus hirschi,,species,Late Maastrichtian,,70.6,66,13291,-111.308701,39.183102
1097032,Spongioolithus hirschi,species,65568,Spongioolithus hirschi,,species,Late Maastrichtian,,70.6,66,13291,-111.273102,39.170101
1097033,Spongioolithus hirschi,species,65568,Spongioolithus hirschi,,species,Lancian,,70.6,66,13291,-111,39
1097034,Spongioolithus hirschi,species,65568,Spongioolithus hirschi,,species,Maastrichtian,,72.1,66,13291,-111.308701,39.183102
1097035,Ovaloolithus n. sp. utahensis,species,255756,Ovaloolithus utahensis,,species,Late Maastrichtian,,70.6,66,13291,-111.308701,39.183102
1097036,Ovaloolithus utahensis,species,255756,Ovaloolithus utahensis,,species,Late Maastrichtian,,70.6,66,13291,-111.308701,39.183102
1097037,Ovaloolithus utahensis,species,255756,Ovaloolithus utahensis,,species,Lancian,,70.6,66,13291,-111,39
1097038,Ovaloolithus utahensis,species,255756,Ovaloolithus utahensis,,species,Maastrichtian,,72.1,66,13291,-111.308701,39.183102
1097039,Ovaloolithus utahensis,species,255756,Ovaloolithus utahensis,,species,Maastrichtian,,72.1,66,13291,-111.308701,39.183102
1097040,Ovaloolithus n. sp. tenuisus,species,255758,Ovaloolithus tenuisus,,species,Maastrichtian,,72.1,66,13291,-111.308701,39.183102
1097041,Ovaloolithus tenuisus,species,255758,Ovaloolithus tenuisus,,species,Maastrichtian,,72.1,66,13291,-111.308701,39.183102
1097042,Spheroolithus sp.,genus,67290,Spheroolithus,,genus,Late Maastrichtian,,70.6,66,13291,-111.273102,39.170101
1097043,Spheroolithus indet.,genus,67290,Spheroolithus,,genus,Late Maastrichtian,,70.6,66,13291,-111.273102,39.170101
1097055,n. gen. Sankofa n. sp. pyrenaica,species,255761,Sankofa pyrenaica,,species,Late Campanian,Early Maastrichtian,83.5,66,44376,0.873333,42.056946
1097056,Sankofa pyrenaica,species,255761,Sankofa pyrenaica,,species,Late Campanian,Early Maastrichtian,83.5,66,44376,0.896944,42.059723
1097057,n. gen. Montanoolithus n. sp. strongorum,species,255765,Montanoolithus strongorum,,species,Middle Campanian,,83.5,70.6,44377,-112.678612,48.496666
1097058,Montanoolithus strongorum,species,255765,Montanoolithus strongorum,,species,Late Campanian,,83.5,70.6,44377,-112.577003,49.283001
1097059,Montanoolithus strongorum,species,255765,Montanoolithus strongorum,,species,Late Campanian,,83.5,70.6,44377,-112.577003,49.138
1097576,Eusauropoda indet.,unranked clade,57437,Eusauropoda,,unranked clade,Late Tithonian,Valanginian,150.8,132.9,46153,123.966698,42.9333
1097932,Megaloolithus aff. aureliensis,species,67203,Megaloolithus aureliensis,,species,Maastrichtian,,72.1,66,14215,2.95,43.416698
1097936,Megaloolithus aureliensis,species,67203,Megaloolithus aureliensis,,species,Early Maastrichtian,,70.6,66,44399,3.809012,43.730297
1097937,Megaloolithus aureliensis,species,67203,Megaloolithus aureliensis,,species,Early Maastrichtian,,70.6,66,44399,2.905978,43.338146
1097938,Megaloolithus aureliensis,species,67203,Megaloolithus aureliensis,,species,Late Campanian,Early Maastrichtian,83.5,66,44399,2.375,42.954723
1097939,Megaloolithus petralta,species,67204,Megaloolithus petralta,,species,Late Maastrichtian,,70.6,66,44399,5.551944,43.49361
1097940,Megaloolithus petralta,species,67204,Megaloolithus petralta,,species,Late Maastrichtian,,70.6,66,44399,5.669444,43.519444
1097941,Megaloolithus petralta,species,67204,Megaloolithus petralta,,species,Early Maastrichtian,,70.6,66,44399,5.516667,43.478611
1097942,Megaloolithus petralta,species,67204,Megaloolithus petralta,,species,Coniacian,,89.8,86.3,44399,2.8,50.299999
1097943,Megaloolithus siruguei,species,67202,Megaloolithus siruguei,,species,Middle Campanian,Late Campanian,83.5,70.6,44399,5.933333,44.433334
1098286,Ampelosaurus sp.,genus,65139,Ampelosaurus,,genus,Late Campanian,Early Maastrichtian,83.5,66,44421,-2.021356,39.950359
1098320,Theropoda indet.,unranked clade,91970,Theropoda,,unranked clade,Aptian,,125,113,76395,-57.193611,-26.653334
1098324,Ornithischia ? indet.,unranked clade,38712,Ornithischia,,unranked clade,Turonian,,93.9,89.8,44429,33.017487,23.458191
1098567,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.578609,-15.902778
1098568,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098569,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098570,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098571,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098572,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098573,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.602779,-15.900833
1098574,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.578609,-15.902778
1098575,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.602779,-15.900833
1098576,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.583302,-15.9
1098577,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098578,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098580,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098581,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.578609,-15.902778
1098582,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.59454,-15.899497
1098583,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.578609,-15.902778
1098584,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.578609,-15.902778
1098585,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.578609,-15.902778
1098586,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098587,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098588,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098589,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098590,Masiakasaurus knopfleri,species,56389,Masiakasaurus knopfleri,,species,Maastrichtian,,72.1,66,44450,46.582222,-15.907778
1098990,Megaloolithidae indet.,unranked clade,119241,Megaloolithidae,,unranked clade,Late Maastrichtian,,70.6,66,78208,22.866699,45.615757
1099031,Chasmosaurinae indet.,subfamily,52773,Chasmosaurinae,,subfamily,Late Campanian,,83.5,70.6,44512,-108.09536,36.287422
1099033,Lambeosaurini indet.,tribe,256489,Lambeosaurini,,tribe,Late Maastrichtian,,70.6,66,44513,-108.09536,36.287422
1099034,Lambeosaurini indet.,tribe,256489,Lambeosaurini,,tribe,Late Maastrichtian,,70.6,66,44513,-108.09536,36.287422
1099037,Parasaurolophus tubicen,species,64355,Parasaurolophus tubicen,,species,Late Campanian,,83.5,70.6,55658,-108.209099,36.343899
1099040,n. gen. Ojoraptorsaurus n. sp. boerei,species,256491,Ojoraptorsaurus boerei,,species,Late Maastrichtian,,70.6,66,44515,-108.09536,36.287422
1100654,n. gen. Epichirostenotes n. sp. curriei,species,256493,Epichirostenotes curriei,,species,Late Campanian,,83.5,70.6,44515,-112.818901,51.5863
1100747,n. gen. Oohkotokia n. sp. horneri,species,257758,Oohkotokia horneri,,species,Late Campanian,,83.5,70.6,44665,-112.353615,48.646389
1103657,Theropoda indet.,unranked clade,38513,Theropoda,,unranked clade,Aptian,Albian,125,100.5,44830,10.984071,31.862938
1104580,Titanosauria indet.,unranked clade,55585,Titanosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,76371,-66.566666,-39.951942
1104584,Wintonopus latomorum,species,81251,Wintonopus latomorum,,species,Valanginian,Barremian,139.8,125,62321,122.145996,-17.53406
1104585,Sauropoda indet.,unranked clade,95571,Sauropoda,,unranked clade,Valanginian,Barremian,139.8,125,78718,122.145996,-17.53406
1106457,Megalosaurus pannoniensis,species,64758,Tetanurae,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,46006,6.106587,43.60339
1106459,Megalosaurus sp.,genus,38583,Megalosaurus,,genus,Middle Albian,,109,105.3,45099,4.833333,48.766666
1106460,Orthomerus transylvanicus,species,153273,Telmatosaurus transsylvanicus,,species,Late Campanian,Early Maastrichtian,83.5,66,46006,6.106587,43.60339
1106461,Sauropoda indet.,unranked clade,38653,Sauropoda,,unranked clade,Early Cenomanian,,99.6,93.5,45554,-0.961422,45.865631
1106463,Macrurosaurus semnus,species,63717,Titanosauriformes,,unranked clade,Albian,,113,100.5,13022,1.948463,49.398418
1106703,Coelurosauria indet.,unranked clade,91971,Coelurosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,78154,-51.373055,-21.944166
1106704,cf. Carcharodontosauridae indet.,family,65363,Carcharodontosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,49309,-51.373055,-21.944166
1106705,Abelisauroidea indet.,superfamily,54528,Abelisauroidea,,superfamily,Late Campanian,Early Maastrichtian,83.5,66,78154,-51.191387,-21.59
1106811,Megalosaurus insignis,species,65344,Theropoda,,unranked clade,Valanginian,,139.8,132.9,48563,1.60919,50.752834
1106814,Megalosaurus sp.,genus,38583,Megalosaurus,,genus,Albian,,113,100.5,45099,5.002956,49.109325
1106816,Megalosaurus sp.,genus,38583,Megalosaurus,,genus,Albian,,113,100.5,45099,5.024955,49.221294
1108324,"""Hypsilophodontidae"" indet.",unranked clade,38734,Hypsilophodontidae,,unranked clade,Late Campanian,,83.5,70.6,45319,-111.860275,37.629166
1108709,Hadrosauroidea indet.,unranked clade,184951,Hadrosauroidea,,unranked clade,Early Maastrichtian,,70.6,66,45398,12.383333,-14.266667
1108740,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Early Maastrichtian,,70.6,66,45398,12.383333,-14.266667
1108752,n. gen. Ningyuansaurus n. sp. wangi,species,261036,Ningyuansaurus wangi,,species,Barremian,Aptian,129.4,113,45405,119.683296,40.650002
1109043,Abelisauroidea indet.,superfamily,54528,Abelisauroidea,,superfamily,Late Maastrichtian,,70.6,66,45436,-47.75111,-19.719999
1109919,cf. Mantellisaurus sp.,genus,104634,Mantellisaurus,,genus,Late Barremian,,130,125.45,78477,-1.880849,40.064526
1109972,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Valanginian,,139.8,132.9,45099,1.60919,50.752834
1110940,Normanniasaurus genceyi,species,280185,Normanniasaurus genceyi,,species,Middle Albian,,109,105.3,48471,0.1,49.516701
1111051,Theropoda ? indet.,unranked clade,94209,Theropoda,,unranked clade,Late Turonian,,93.5,89.3,45554,-1.912774,46.917492
1111927,Ankylosauridae indet.,family,38831,Ankylosauridae,,family,Maastrichtian,,72.1,66,66054,100.483612,43.572498
1111939,Polacanthus ? sp.,genus,52784,Polacanthus,,genus,Barremian,,129.4,125,45717,-1.476667,50.661667
1111940,Koreanaornis sp.,genus,81118,Koreanaornis,,genus,Late Cenomanian,,99.6,93.5,45718,10.337778,32.869999
1111941,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Late Cenomanian,,99.6,93.5,45718,10.337778,32.869999
1111947,Nodosauridae indet.,family,38817,Nodosauridae,,family,Valanginian,,139.8,132.9,45717,0.475833,50.841667
1112186,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,45731,-110.105194,48.65572
1112286,Titanosauridae indet.,family,38680,Titanosauridae,,family,Early Maastrichtian,,70.6,66,13022,1.374813,43.074085
1112287,Titanosauridae indet.,family,38680,Titanosauridae,,family,Late Campanian,Early Maastrichtian,83.5,66,13022,5.394444,43.686668
1112289,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Early Cenomanian,,99.6,93.5,45554,-0.271907,47.197311
1112899,Thyreophora ? indet.,unranked clade,52777,Thyreophora,,unranked clade,Cenomanian,,100.5,93.9,45806,0.07849,49.509102
1112999,Ornithopoda indet.,unranked clade,147918,Ornithopoda,,unranked clade,Early Maastrichtian,,70.6,66,76291,0.910173,42.178844
1113001,Titanosauriformes indet.,unranked clade,57468,Titanosauriformes,,unranked clade,Early Maastrichtian,,70.6,66,76291,0.955962,42.161762
1113002,Nodosauridae indet.,family,38817,Nodosauridae,,family,Early Maastrichtian,,70.6,66,76291,0.955962,42.161762
1113010,Ornithopoda indet.,unranked clade,147918,Ornithopoda,,unranked clade,Early Maastrichtian,,70.6,66,76291,1.013611,42.120834
1113011,Titanosauria indet.,unranked clade,55585,Titanosauria,,unranked clade,Early Maastrichtian,,70.6,66,55429,0.912312,42.174278
1114155,Columbosauripus n. sp. amouraensis,species,141619,Columbosauripus amouraensis,,species,Late Albian,Cenomanian,105.3,93.9,29189,3.868056,34.351665
1114156,Columbosauripus amouraensis,species,141619,Columbosauripus amouraensis,,species,Late Albian,Cenomanian,105.3,93.9,29189,3.868056,34.351665
1114157,Columbosauripus amouraensis,species,141619,Columbosauripus amouraensis,,species,Late Albian,Cenomanian,105.3,93.9,29189,3.868056,34.351665
1114170,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Aptian,,125,113,45876,134.71666,-29.016666
1114171,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Aptian,,125,113,45876,137.21666,-30.483334
1114208,Enantiornithes indet.,subclass,163512,Enantiornithes,,subclass,Late Albian,,105.3,99.6,45879,140.580002,-23.120001
1114388,Iguanodontidae indet.,family,38744,Iguanodontidae,,family,Hauterivian,,132.9,129.4,61518,5.115842,48.410671
1114389,Iguanodontidae indet.,family,38744,Iguanodontidae,,family,Late Barremian,,130,125.45,61518,4.947418,48.637691
1114582,Elaphrosaurus iguidiensis,species,63790,Theropoda,,unranked clade,Early Barremian,Early Cenomanian,130,93.5,7056,7.901358,16.426001
1114583,Rebbachisaurus tamesnensis,species,63792,Rebbachisauridae,,unranked clade,Early Barremian,Early Cenomanian,130,93.5,7056,7.901358,16.426001
1114589,Spinosauridae indet.,family,38595,Spinosauridae,,family,Early Cenomanian,,99.6,93.5,45953,-3.855,30.905001
1114590,cf. Dromaeosauridae indet.,family,38561,Dromaeosauridae,,family,Early Cenomanian,,99.6,93.5,45953,-3.855,30.905001
1114591,cf. Abelisauridae indet.,family,53942,Abelisauridae,,family,Early Cenomanian,,99.6,93.5,45953,-3.855,30.905001
1115483,cf. Prodeinodon sp.,genus,65226,Tetanurae,,unranked clade,Barremian,Aptian,129.4,113,45983,91.813614,56.527222
1116156,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Campanian,Maastrichtian,83.6,66,45996,77.152496,44.183601
1116157,Dinosauria indet.,unranked clade,91968,Dinosauria,,unranked clade,Campanian,Maastrichtian,83.6,66,45996,77.541145,44.259022
1116160,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Early Albian,,112.03,109,45999,135.17778,35.092777
1116242,Rhabdodon priscum,species,96110,Rhabdodon priscus,,species,Late Campanian,Early Maastrichtian,83.5,66,46006,6.106587,43.60339
1116243,Titanosaurus indicus,species,54171,Titanosauria,,unranked clade,Early Maastrichtian,,70.6,66,46006,5.3,43.383301
1116593,Austroraptor cabazai,species,138548,Austroraptor cabazai,,species,Late Campanian,Early Maastrichtian,83.5,66,46024,-66.591393,-39.918056
1116602,Titanosauria indet.,unranked clade,55585,Titanosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,46029,-67.423424,-39.504959
1116633,Titanosauridae indet.,family,38680,Titanosauridae,,family,Maastrichtian,,72.1,66,13712,5.237141,43.527996
1116636,Theropoda indet.,unranked clade,94209,Theropoda,,unranked clade,Early Maastrichtian,,70.6,66,46006,2.905978,43.338146
1116638,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Late Maastrichtian,,70.6,66,46006,4.950141,43.760151
1116645,Rhabdodon priscum,species,96110,Rhabdodon priscus,,species,Late Campanian,,83.5,70.6,46006,6.081011,43.61409
1116647,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Late Campanian,Early Maastrichtian,83.5,66,46006,2.873611,43.374443
1116798,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Late Maastrichtian,,70.6,66,46006,2.594138,43.149475
1116819,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,6.1773,43.629482
1116839,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,6.180197,43.567059
1116840,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,6.100613,43.555454
1116860,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,5.907639,43.690479
1116861,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,5.907639,43.690479
1116882,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,6.157087,43.588295
1116903,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,6.00775,43.557156
1116914,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46006,6.016305,43.59354
1116927,Hypselosaurus ? sp.,genus,38689,Titanosauridae,,family,Maastrichtian,,72.1,66,45829,5.642729,43.496857
1116937,Hypselosaurus ? sp.,genus,38689,Titanosauridae,,family,Maastrichtian,,72.1,66,45829,5.62568,43.488693
1117992,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Late Campanian,,83.5,70.6,46099,-109.440399,39.136398
1118279,Hesperornis sp. 1 informal,species,36620,Hesperornis,,genus,Early Campanian,,83.5,70.6,73040,39.080002,44.68
1118517,Thyreophora indet.,unranked clade,52777,Thyreophora,,unranked clade,Valanginian,,139.8,132.9,62949,9.92,52.279999
1118518,Metatetrapous valdensis,species,82611,Metatetrapous valdensis,,species,Late Berriasian,,145,140.2,46127,9.066053,52.252357
1118607,Megaloolithus baghensis,species,81824,Fusioolithus baghensis,,species,Early Maastrichtian,,70.6,66,46145,1.241667,42.168331
1118608,Megaloolithus siruguei,species,67202,Megaloolithus siruguei,,species,Early Maastrichtian,,70.6,66,46145,1.241667,42.168331
1118905,Ornithomimosauria indet.,infraorder,192947,Ornithomimosauria,,infraorder,Berriasian,,145,139.8,46154,0.082,45.636002
1118906,Megalosauroidea indet.,superfamily,357845,Megalosauroidea,,superfamily,Berriasian,,145,139.8,76586,0.082,45.636002
1118907,Hypsilophodontidae indet.,unranked clade,38734,Hypsilophodontidae,,unranked clade,Berriasian,,145,139.8,76586,0.082,45.636002
1118908,Camptosauridae indet.,family,54189,Camptosauridae,,family,Berriasian,,145,139.8,76586,0.082,45.636002
1123288,Tyrannosaurus rex,species,54833,Tyrannosaurus rex,,species,Late Maastrichtian,,70.6,66,46207,-104.494812,43.422287
1123289,Tyrannosauridae indet.,family,38606,Tyrannosauridae,,family,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
1123291,Stenonychosaurus inequalis,species,54467,Stenonychosaurus inequalis,,species,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
1123292,Ornithomimus sp.,genus,38544,Ornithomimus,,genus,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
1123293,Ornithomimus sp.,genus,38544,Ornithomimus,,genus,Middle Campanian,Late Campanian,83.5,70.6,46207,-109.675484,48.614563
1123311,Sauropoda indet.,unranked clade,95571,Sauropoda,,unranked clade,Valanginian,Cenomanian,139.8,93.9,14199,-109.800003,45.799999
1123587,Thescelosaurus neglectus,species,52897,Thescelosaurus neglectus,,species,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
1123590,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,12319,-109.675484,48.614563
1123608,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,12319,-111.629997,45.82
1123609,Edmontosaurus annectens,species,64305,Edmontosaurus annectens,,species,Late Maastrichtian,,70.6,66,46207,-104.57415,43.311611
1123610,Edmontosaurus sp.,genus,38761,Edmontosaurus,,genus,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
1123611,Edmontosaurus sp.,genus,38761,Edmontosaurus,,genus,Late Maastrichtian,,70.6,66,46207,-103.977013,45.326633
1123612,Edmontosaurus sp.,genus,38761,Edmontosaurus,,genus,Late Maastrichtian,,70.6,66,46207,-107.33667,47.656944
1123613,Anatosaurus sp.,genus,38756,Edmontosaurus,,genus,Maastrichtian,,72.1,66,12319,-107.115555,47.546665
1123618,Hadrosaurus minor ?,species,54434,Hadrosauridae,,family,Early Campanian,Middle Campanian,83.5,70.6,12319,-78.497307,34.571682
1123619,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Early Campanian,Middle Campanian,83.5,70.6,12319,-78.497307,34.571682
1123621,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Santonian,,86.3,83.6,12319,-86.787842,32.362415
1123622,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Santonian,,86.3,83.6,12319,-86.862839,32.447033
1124380,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-104.531403,43.341301
1124552,Ceratopsia indet.,unranked clade,38842,Ceratopsia,,unranked clade,Maastrichtian,,72.1,66,46255,-103.874268,46.503895
1124553,Trachodon sp.,genus,52925,Hadrosauridae,,family,Maastrichtian,,72.1,66,46255,-103.874268,46.503895
1124554,Ceratopsia indet.,unranked clade,38842,Ceratopsia,,unranked clade,Maastrichtian,,72.1,66,46255,-107.380592,46.240669
1124555,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Maastrichtian,,72.1,66,46255,-107.380592,46.240669
1124556,Dinosauria indet.,unranked clade,52775,Dinosauria,,unranked clade,Late Maastrichtian,,70.6,66,46255,-107.380592,46.240669
1124562,Ceratopsia indet.,unranked clade,38842,Ceratopsia,,unranked clade,Maastrichtian,,72.1,66,46255,-107.380592,46.240669
1124563,Trachodon sp.,genus,52925,Hadrosauridae,,family,Maastrichtian,,72.1,66,46255,-107.380592,46.240669
1124564,Ornithomimus sp.,genus,38544,Ornithomimus,,genus,Maastrichtian,,72.1,66,46255,-107.380592,46.240669
1124572,Hadrosaurus n. sp. breviceps,species,63767,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,10620,-109.665062,47.943115
1124573,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Campanian,,83.6,72.1,12319,-112.653313,48.3466
1124574,Gryposaurus n. sp. latidens,species,57630,Gryposaurus latidens,,species,Late Santonian,Early Campanian,85.8,70.6,10628,-112.469185,48.491943
1124575,Hypacrosaurus sp.,genus,56405,Hypacrosaurus,,genus,Campanian,,83.6,72.1,12319,-112.642403,48.935501
1124576,Procheneosaurus erectofrons,species,76809,Corythosaurus casuarius,,species,Campanian,,83.6,72.1,12319,-112.066208,48.462479
1124577,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Middle Campanian,Late Campanian,83.5,70.6,12319,-109.675484,48.614563
1124587,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Early Maastrichtian,,70.6,66,12319,-112.958298,51.935501
1124588,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-113.005402,51.862801
1124589,Hadrosauridae indet.,family,38755,Hadrosauridae,,family,Late Maastrichtian,,70.6,66,12319,-112.981903,51.819099
1124591,Dinosauria indet.,unranked clade,90099,Dinosauria,,unranked clade,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
1124592,Triceratops sp.,genus,38862,Triceratops,,genus,Late Maastrichtian,,70.6,66,46207,-104.192398,45.482071
